Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
16222,	05/13/2026 20:09:32.263,16204.6313,504.0019,1,4,0.0000,3.5319,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16223,	05/13/2026 20:09:33.262,16205.6303,505.0009,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16224,	05/13/2026 20:09:34.263,16206.6307,506.0013,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16225,	05/13/2026 20:09:35.262,16207.6303,507.0009,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16226,	05/13/2026 20:09:36.263,16208.6313,508.0019,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16227,	05/13/2026 20:09:37.263,16209.6312,509.0018,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16228,	05/13/2026 20:09:38.262,16210.6298,510.0004,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16229,	05/13/2026 20:09:39.263,16211.6311,511.0017,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16230,	05/13/2026 20:09:40.263,16212.6313,512.0019,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16231,	05/13/2026 20:09:41.262,16213.6297,513.0003,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16232,	05/13/2026 20:09:42.262,16214.6302,514.0008,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16233,	05/13/2026 20:09:43.262,16215.6295,515.0001,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16234,	05/13/2026 20:09:44.263,16216.6311,516.0017,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16235,	05/13/2026 20:09:45.262,16217.6296,517.0002,1,4,0.0000,3.5319,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16236,	05/13/2026 20:09:46.262,16218.6296,518.0002,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16237,	05/13/2026 20:09:47.262,16219.6303,519.0009,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16238,	05/13/2026 20:09:48.264,16220.6319,520.0025,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16239,	05/13/2026 20:09:49.263,16221.6312,521.0018,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16240,	05/13/2026 20:09:50.263,16222.6305,522.0011,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16241,	05/13/2026 20:09:51.263,16223.6312,523.0018,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16242,	05/13/2026 20:09:52.262,16224.6296,524.0002,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16243,	05/13/2026 20:09:53.262,16225.6300,525.0006,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16244,	05/13/2026 20:09:54.263,16226.6311,526.0017,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16245,	05/13/2026 20:09:55.263,16227.6307,527.0013,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16246,	05/13/2026 20:09:56.263,16228.6312,528.0018,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16247,	05/13/2026 20:09:57.262,16229.6303,529.0009,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16248,	05/13/2026 20:09:58.263,16230.6306,530.0012,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16249,	05/13/2026 20:09:59.262,16231.6304,531.0010,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16250,	05/13/2026 20:10:00.263,16232.6305,532.0011,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16251,	05/13/2026 20:10:01.262,16233.6303,533.0009,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16252,	05/13/2026 20:10:02.262,16234.6297,534.0003,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16253,	05/13/2026 20:10:03.262,16235.6302,535.0008,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16254,	05/13/2026 20:10:04.263,16236.6305,536.0011,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16255,	05/13/2026 20:10:05.262,16237.6303,537.0009,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16256,	05/13/2026 20:10:06.263,16238.6305,538.0011,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16257,	05/13/2026 20:10:07.262,16239.6303,539.0009,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16258,	05/13/2026 20:10:08.262,16240.6296,540.0002,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16259,	05/13/2026 20:10:09.262,16241.6296,541.0002,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16260,	05/13/2026 20:10:10.263,16242.6311,542.0017,1,4,0.0000,3.5321,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16261,	05/13/2026 20:10:11.262,16243.6302,543.0008,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16262,	05/13/2026 20:10:12.262,16244.6296,544.0002,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16263,	05/13/2026 20:10:13.262,16245.6303,545.0009,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16264,	05/13/2026 20:10:14.263,16246.6309,546.0015,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16265,	05/13/2026 20:10:15.263,16247.6313,547.0019,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16266,	05/13/2026 20:10:16.263,16248.6305,548.0011,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16267,	05/13/2026 20:10:17.263,16249.6305,549.0011,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16268,	05/13/2026 20:10:18.262,16250.6302,550.0008,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16269,	05/13/2026 20:10:19.263,16251.6311,551.0017,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16270,	05/13/2026 20:10:20.262,16252.6303,552.0009,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16271,	05/13/2026 20:10:21.262,16253.6295,553.0001,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16272,	05/13/2026 20:10:22.262,16254.6295,554.0001,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16273,	05/13/2026 20:10:23.262,16255.6296,555.0002,1,4,0.0000,3.5320,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16274,	05/13/2026 20:10:24.262,16256.6304,556.0010,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16275,	05/13/2026 20:10:25.262,16257.6303,557.0009,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16276,	05/13/2026 20:10:26.263,16258.6311,558.0017,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16277,	05/13/2026 20:10:27.262,16259.6296,559.0002,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16278,	05/13/2026 20:10:28.262,16260.6296,560.0002,1,4,0.0000,3.5322,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16279,	05/13/2026 20:10:29.262,16261.6303,561.0009,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16280,	05/13/2026 20:10:30.264,16262.6319,562.0025,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16281,	05/13/2026 20:10:31.262,16263.6297,563.0003,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16282,	05/13/2026 20:10:32.262,16264.6304,564.0010,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16283,	05/13/2026 20:10:33.263,16265.6311,565.0017,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16284,	05/13/2026 20:10:34.262,16266.6304,566.0010,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16285,	05/13/2026 20:10:35.263,16267.6311,567.0017,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16286,	05/13/2026 20:10:36.263,16268.6305,568.0011,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16287,	05/13/2026 20:10:37.263,16269.6306,569.0012,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16288,	05/13/2026 20:10:38.262,16270.6304,570.0010,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16289,	05/13/2026 20:10:39.262,16271.6303,571.0009,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16290,	05/13/2026 20:10:40.263,16272.6312,572.0018,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16291,	05/13/2026 20:10:41.262,16273.6297,573.0003,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16292,	05/13/2026 20:10:42.262,16274.6295,574.0001,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16293,	05/13/2026 20:10:43.262,16275.6297,575.0003,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16294,	05/13/2026 20:10:44.263,16276.6310,576.0016,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16295,	05/13/2026 20:10:45.262,16277.6296,577.0002,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16296,	05/13/2026 20:10:46.262,16278.6296,578.0002,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16297,	05/13/2026 20:10:47.262,16279.6304,579.0010,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16298,	05/13/2026 20:10:48.262,16280.6296,580.0002,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16299,	05/13/2026 20:10:49.262,16281.6296,581.0002,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16300,	05/13/2026 20:10:50.262,16282.6295,582.0001,1,4,0.0000,3.5323,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16301,	05/13/2026 20:10:51.262,16283.6304,583.0010,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16302,	05/13/2026 20:10:52.262,16284.6303,584.0009,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16303,	05/13/2026 20:10:53.262,16285.6303,585.0009,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16304,	05/13/2026 20:10:54.262,16286.6295,586.0001,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16305,	05/13/2026 20:10:55.262,16287.6296,587.0002,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16306,	05/13/2026 20:10:56.263,16288.6306,588.0012,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16307,	05/13/2026 20:10:57.263,16289.6313,589.0019,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16308,	05/13/2026 20:10:58.262,16290.6303,590.0009,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16309,	05/13/2026 20:10:59.262,16291.6303,591.0009,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16310,	05/13/2026 20:11:00.263,16292.6309,592.0015,1,4,0.0000,3.5326,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16311,	05/13/2026 20:11:01.262,16293.6304,593.0010,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16312,	05/13/2026 20:11:02.262,16294.6303,594.0009,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16313,	05/13/2026 20:11:03.262,16295.6300,595.0006,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16314,	05/13/2026 20:11:04.262,16296.6303,596.0009,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16315,	05/13/2026 20:11:05.262,16297.6296,597.0002,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16316,	05/13/2026 20:11:06.263,16298.6312,598.0018,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16317,	05/13/2026 20:11:07.262,16299.6296,599.0002,1,4,0.0000,3.5325,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,,,,
16318,	05/13/2026 20:11:08.262,16300.6295,600.0001,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,,,
16319,	05/13/2026 20:11:08.263,16300.6312,600.0018,1,4,0.0000,3.5324,0.0000,0.6514,2.2743,2.7207,8.5654,2.2743,0.0000,,0.0000,0.0000,0.0000,0.0000
16320,	05/13/2026 20:11:09.306,16301.6736,1.0018,1,3,-1.7001,3.4796,-5.9155,0.6514,2.2747,2.7207,8.5671,2.2747,0.0000,,-0.0080,,0.0009,1074.3090
16321,	05/13/2026 20:11:10.305,16302.6727,2.0009,1,3,-1.7000,3.4771,-5.9109,0.6514,2.2752,2.7207,8.5687,2.2752,0.0000,,-0.0029,,,
16322,	05/13/2026 20:11:11.304,16303.6720,3.0002,1,3,-1.6998,3.4752,-5.9072,0.6514,2.2757,2.7207,8.5703,2.2757,0.0000,,,,,
16323,	05/13/2026 20:11:12.304,16304.6719,4.0001,1,3,-1.6999,3.4735,-5.9046,0.6514,2.2762,2.7207,8.5720,2.2762,0.0000,,-0.0020,,,
16324,	05/13/2026 20:11:13.305,16305.6727,5.0009,1,3,-1.6999,3.4720,-5.9022,0.6514,2.2766,2.7207,8.5736,2.2766,0.0000,,,,0.2075,
16325,	05/13/2026 20:11:14.304,16306.6719,6.0001,1,3,-1.6999,3.4707,-5.8998,0.6514,2.2771,2.7207,8.5753,2.2771,0.0000,,-0.0015,,,
16326,	05/13/2026 20:11:15.305,16307.6727,7.0009,1,3,-1.6998,3.4694,-5.8974,0.6514,2.2776,2.7207,8.5769,2.2776,0.0000,,,,,
16327,	05/13/2026 20:11:16.305,16308.6728,8.0010,1,3,-1.7000,3.4683,-5.8960,0.6514,2.2780,2.7207,8.5785,2.2780,0.0000,,,,,
16328,	05/13/2026 20:11:17.306,16309.6736,9.0018,1,3,-1.6999,3.4672,-5.8941,0.6514,2.2785,2.7207,8.5802,2.2785,0.0000,,-0.0013,,,
16329,	05/13/2026 20:11:18.304,16310.6719,10.0001,1,3,-1.7000,3.4661,-5.8922,0.6514,2.2790,2.7207,8.5818,2.2790,0.0000,,,,,
16330,	05/13/2026 20:11:19.304,16311.6724,11.0006,1,3,-1.6999,3.4650,-5.8904,0.6514,2.2795,2.7207,8.5834,2.2795,0.0000,,,,,
16331,	05/13/2026 20:11:20.304,16312.6720,12.0002,1,3,-1.6999,3.4641,-5.8887,0.6514,2.2799,2.7207,8.5851,2.2799,0.0000,,-0.0010,,,
16332,	05/13/2026 20:11:21.304,16313.6719,13.0001,1,3,-1.6999,3.4632,-5.8870,0.6514,2.2804,2.7207,8.5867,2.2804,0.0000,,,,,
16333,	05/13/2026 20:11:22.305,16314.6727,14.0009,1,3,-1.6999,3.4622,-5.8855,0.6514,2.2809,2.7207,8.5883,2.2809,0.0000,,,,0.4181,3.1963
16334,	05/13/2026 20:11:23.304,16315.6720,15.0002,1,3,-1.6999,3.4615,-5.8842,0.6514,2.2813,2.7207,8.5900,2.2813,0.0000,,-0.0009,,,
16335,	05/13/2026 20:11:24.305,16316.6728,16.0010,1,3,-1.7000,3.4606,-5.8829,0.6514,2.2818,2.7207,8.5916,2.2818,0.0000,,,,,
16336,	05/13/2026 20:11:25.305,16317.6734,17.0016,1,3,-1.6998,3.4597,-5.8810,0.6514,2.2823,2.7207,8.5932,2.2823,0.0000,,,,,
16337,	05/13/2026 20:11:26.305,16318.6727,18.0009,1,3,-1.6999,3.4588,-5.8798,0.6514,2.2828,2.7207,8.5949,2.2828,0.0000,,,,,
16338,	05/13/2026 20:11:27.305,16319.6727,19.0009,1,3,-1.6999,3.4582,-5.8787,0.6514,2.2832,2.7207,8.5965,2.2832,0.0000,,-0.0009,,,
16339,	05/13/2026 20:11:28.304,16320.6719,20.0001,1,3,-1.7000,3.4575,-5.8776,0.6514,2.2837,2.7207,8.5981,2.2837,0.0000,,,,,
16340,	05/13/2026 20:11:29.305,16321.6727,21.0009,1,3,-1.6998,3.4568,-5.8760,0.6514,2.2842,2.7207,8.5998,2.2842,0.0000,,,,,
16341,	05/13/2026 20:11:30.304,16322.6721,22.0003,1,3,-1.6999,3.4561,-5.8751,0.6514,2.2846,2.7207,8.6014,2.2846,0.0000,,,,,
16342,	05/13/2026 20:11:31.305,16323.6725,23.0007,1,3,-1.7000,3.4555,-5.8743,0.6514,2.2851,2.7207,8.6030,2.2851,0.0000,,-0.0007,,,
16343,	05/13/2026 20:11:32.305,16324.6725,24.0007,1,3,-1.6999,3.4549,-5.8729,0.6514,2.2856,2.7207,8.6047,2.2856,0.0000,,,,,
16344,	05/13/2026 20:11:33.305,16325.6734,25.0016,1,3,-1.6999,3.4544,-5.8719,0.6514,2.2861,2.7207,8.6063,2.2861,0.0000,,,,,
16345,	05/13/2026 20:11:34.304,16326.6719,26.0001,1,3,-1.6998,3.4538,-5.8707,0.6514,2.2865,2.7207,8.6079,2.2865,0.0000,,,,,
16346,	05/13/2026 20:11:35.305,16327.6728,27.0010,1,3,-1.6998,3.4532,-5.8700,0.6514,2.2870,2.7207,8.6096,2.2870,0.0000,,-0.0006,,,
16347,	05/13/2026 20:11:36.304,16328.6720,28.0002,1,3,-1.6998,3.4528,-5.8693,0.6514,2.2875,2.7207,8.6112,2.2875,0.0000,,,,,
16348,	05/13/2026 20:11:37.304,16329.6720,29.0002,1,3,-1.7000,3.4522,-5.8688,0.6514,2.2880,2.7207,8.6128,2.2880,0.0000,,,,0.6889,
16349,	05/13/2026 20:11:38.305,16330.6727,30.0009,1,3,-1.6998,3.4518,-5.8674,0.6514,2.2884,2.7207,8.6145,2.2884,0.0000,,,,,
16350,	05/13/2026 20:11:39.305,16331.6732,31.0014,1,3,-1.6998,3.4513,-5.8666,0.6514,2.2889,2.7207,8.6161,2.2889,0.0000,,,,,
16351,	05/13/2026 20:11:40.306,16332.6736,32.0018,1,3,-1.7000,3.4508,-5.8663,0.6514,2.2894,2.7207,8.6177,2.2894,0.0000,,-0.0005,,,
16352,	05/13/2026 20:11:41.305,16333.6728,33.0010,1,3,-1.6999,3.4504,-5.8655,0.6514,2.2898,2.7207,8.6193,2.2898,0.0000,,,,,
16353,	05/13/2026 20:11:42.304,16334.6719,34.0001,1,3,-1.6999,3.4500,-5.8645,0.6514,2.2903,2.7207,8.6210,2.2903,0.0000,,,,,
16354,	05/13/2026 20:11:43.304,16335.6719,35.0001,1,3,-1.6997,3.4494,-5.8631,0.6514,2.2908,2.7207,8.6226,2.2908,0.0000,,,,,
16355,	05/13/2026 20:11:44.304,16336.6718,36.0000,1,3,-1.6999,3.4489,-5.8627,0.6514,2.2913,2.7207,8.6242,2.2913,0.0000,,,,,
16356,	05/13/2026 20:11:45.304,16337.6719,37.0001,1,3,-1.6999,3.4485,-5.8622,0.6514,2.2917,2.7207,8.6259,2.2917,0.0000,,,,,
16357,	05/13/2026 20:11:46.304,16338.6718,38.0000,1,3,-1.6999,3.4481,-5.8614,0.6514,2.2922,2.7207,8.6275,2.2922,0.0000,,-0.0004,,,
16358,	05/13/2026 20:11:47.304,16339.6719,39.0001,1,3,-1.6999,3.4476,-5.8607,0.6514,2.2927,2.7207,8.6291,2.2927,0.0000,,,,,
16359,	05/13/2026 20:11:48.304,16340.6719,40.0001,1,3,-1.6999,3.4473,-5.8602,0.6514,2.2931,2.7207,8.6307,2.2931,0.0000,,,,,
16360,	05/13/2026 20:11:49.305,16341.6727,41.0009,1,3,-1.6998,3.4469,-5.8591,0.6514,2.2936,2.7207,8.6324,2.2936,0.0000,,,,,
16361,	05/13/2026 20:11:50.306,16342.6736,42.0018,1,3,-1.6998,3.4466,-5.8586,0.6514,2.2941,2.7207,8.6340,2.2941,0.0000,,,,,
16362,	05/13/2026 20:11:51.305,16343.6731,43.0013,1,3,-1.6999,3.4462,-5.8581,0.6514,2.2946,2.7207,8.6356,2.2946,0.0000,,,,,
16363,	05/13/2026 20:11:52.304,16344.6719,44.0001,1,3,-1.6998,3.4459,-5.8573,0.6514,2.2950,2.7207,8.6372,2.2950,0.0000,,-0.0004,,,
16364,	05/13/2026 20:11:53.306,16345.6737,45.0019,1,3,-1.7000,3.4455,-5.8573,0.6514,2.2955,2.7207,8.6389,2.2955,0.0000,,,,,
16365,	05/13/2026 20:11:54.304,16346.6721,46.0003,1,3,-1.6999,3.4451,-5.8565,0.6514,2.2960,2.7207,8.6405,2.2960,0.0000,,,,,
16366,	05/13/2026 20:11:55.304,16347.6724,47.0006,1,3,-1.6998,3.4448,-5.8555,0.6514,2.2965,2.7207,8.6421,2.2965,0.0000,,,,,
16367,	05/13/2026 20:11:56.305,16348.6733,48.0015,1,3,-1.6999,3.4445,-5.8552,0.6514,2.2969,2.7207,8.6438,2.2969,0.0000,,,,,
16368,	05/13/2026 20:11:57.304,16349.6719,49.0001,1,3,-1.6999,3.4442,-5.8548,0.6514,2.2974,2.7207,8.6454,2.2974,0.0000,,,,,
16369,	05/13/2026 20:11:58.305,16350.6726,50.0008,1,3,-1.6999,3.4438,-5.8542,0.6514,2.2979,2.7207,8.6470,2.2979,0.0000,,-0.0004,,,
16370,	05/13/2026 20:11:59.305,16351.6726,51.0008,1,3,-1.7000,3.4436,-5.8541,0.6514,2.2983,2.7207,8.6486,2.2983,0.0000,,,,,
16371,	05/13/2026 20:12:00.306,16352.6735,52.0017,1,3,-1.6999,3.4432,-5.8529,0.6514,2.2988,2.7207,8.6503,2.2988,0.0000,,,,,
16372,	05/13/2026 20:12:01.305,16353.6729,53.0011,1,3,-1.7000,3.4429,-5.8528,0.6514,2.2993,2.7207,8.6519,2.2993,0.0000,,,,,
16373,	05/13/2026 20:12:02.305,16354.6728,54.0010,1,3,-1.6999,3.4425,-5.8518,0.6514,2.2998,2.7207,8.6535,2.2998,0.0000,,,,1.1817,1.0695
16374,	05/13/2026 20:12:03.306,16355.6735,55.0017,1,3,-1.6999,3.4422,-5.8512,0.6514,2.3002,2.7207,8.6551,2.3002,0.0000,,,,,
16375,	05/13/2026 20:12:04.305,16356.6727,56.0009,1,3,-1.6999,3.4418,-5.8506,0.6514,2.3007,2.7207,8.6568,2.3007,0.0000,,,,,
16376,	05/13/2026 20:12:05.304,16357.6719,57.0001,1,3,-1.6999,3.4415,-5.8502,0.6514,2.3012,2.7207,8.6584,2.3012,0.0000,,,,,
16377,	05/13/2026 20:12:06.304,16358.6720,58.0002,1,3,-1.6999,3.4412,-5.8496,0.6514,2.3016,2.7207,8.6600,2.3016,0.0000,,-0.0003,,,
16378,	05/13/2026 20:12:07.304,16359.6719,59.0001,1,3,-1.6998,3.4409,-5.8488,0.6514,2.3021,2.7207,8.6616,2.3021,0.0000,,,,,
16379,	05/13/2026 20:12:08.305,16360.6727,60.0009,1,3,-1.6999,3.4406,-5.8487,0.6514,2.3026,2.7207,8.6633,2.3026,0.0000,,,,,
16380,	05/13/2026 20:12:09.305,16361.6727,61.0009,1,3,-1.6999,3.4403,-5.8480,0.6514,2.3031,2.7207,8.6649,2.3031,0.0000,,,,,
16381,	05/13/2026 20:12:10.305,16362.6728,62.0010,1,3,-1.6999,3.4400,-5.8477,0.6514,2.3035,2.7207,8.6665,2.3035,0.0000,,,,,
16382,	05/13/2026 20:12:11.304,16363.6718,63.0000,1,3,-1.6998,3.4398,-5.8470,0.6514,2.3040,2.7207,8.6681,2.3040,0.0000,,,,,
